"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,807.3987,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,804.977,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,799.3511,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,799.5102,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,815.0169,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,856.5444,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,886.6047,,
"CCUS","Currency exchange rates, monthly average","CHL","Chile","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,925.0959,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,6.737158,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,6.347405,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,6.615687,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,6.85592,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,7.129621,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,6.842548,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,7.015168,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,7.245803,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,6.35595,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,6.341373,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,6.344891,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,6.433521,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,6.71745,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,6.69609,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,6.735365,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,6.802174,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,7.03022,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,7.225113,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,7.18082,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,6.982929,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,6.7953,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,6.835505,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,6.896839,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,6.888574,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,6.994458,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,7.162474,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,7.185289,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,7.252882,,
"CCUS","Currency exchange rates, monthly average","CHN","China (People's Republic of)","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,7.299237,,
"CCUS","Currency exchange rates, monthly average","IND","India","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,78.60449,,
"CCUS","Currency exchange rates, monthly average","IND","India","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,75.22974,,
"CCUS","Currency exchange rates, monthly average","IND","India","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,77.18723,,
"CCUS","Currency exchange rates, monthly average","IND","India","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,79.79605,,
"CCUS","Currency exchange rates, monthly average","IND","India","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,82.20495,,
"CCUS","Currency exchange rates, monthly average","IND","India","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,82.26557,,
"CCUS","Currency exchange rates, monthly average","IND","India","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,82.19926,,
"CCUS","Currency exchange rates, monthly average","IND","India","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,82.66528,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,74.4416,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,75.00313,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,76.24447,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,76.16783,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,77.31927,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,78.07458,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,79.60155,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,79.55505,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,80.23155,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,82.34012,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,81.81052,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,82.46421,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,81.89959,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,82.60854,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,82.28857,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,82.02078,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,82.34332,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,82.23366,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,82.15194,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,82.78539,,
"CCUS","Currency exchange rates, monthly average","IND","India","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,83.05852,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,14849.85,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,14344.98,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,14555.11,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,14935.6,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,15563.73,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,15240.65,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,14869.86,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,15213.03,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,14335.24,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,14351.06,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,14348.64,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,14368.74,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,14608,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,14688.57,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,14984.38,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,14850.64,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,14971.77,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,15417.48,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,15658.73,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,15615,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,15295.24,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,15126,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,15300.71,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,14866.71,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,14810.86,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,14932,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,15039.75,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,15245.14,,
"CCUS","Currency exchange rates, monthly average","IDN","Indonesia","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,15354.2,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,3.359821,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,3.197728,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,3.342802,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,3.403601,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,3.495154,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,3.536349,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,3.644537,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,3.74548,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,3.134333,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,3.21385,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,3.245,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,3.236905,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,3.380818,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,3.410682,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,3.465524,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,3.298826,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,3.446455,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,3.550143,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,3.481864,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,3.453454,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,3.448636,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,3.54315,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,3.617261,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,3.6228,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,3.666174,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,3.644636,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,3.670333,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,3.74587,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,3.820238,,
"CCUS","Currency exchange rates, monthly average","ISR","Israel","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,3.978273,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,68.48494,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,85.63007,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,66.54153,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,59.4082,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,62.35997,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,72.7712,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,80.98793,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,94.1096,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,75.8682,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,77.3412,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,103.6808,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,77.8089,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,64.6393,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,57.1764,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,58.0843,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,60.3487,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,59.7916,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,60.8636,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,60.8749,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,65.3414,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,69.2264,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,73.0047,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,76.0825,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,80.8803,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,78.9367,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,83.1468,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,90.4165,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,95.2629,,
"CCUS","Currency exchange rates, monthly average","RUS","Russia","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,96.6494,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,16.35585,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,15.22772,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,15.54204,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,17.02567,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,17.62798,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,17.74748,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,18.66172,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,18.63878,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,15.49117,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,15.21338,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,14.9786,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,14.95381,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,15.90106,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,15.77125,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,16.8427,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,16.68452,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,17.5498,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,18.12261,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,17.47961,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,17.28172,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,17.08753,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,17.88563,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,18.26928,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,18.17643,,
"CCUS","Currency exchange rates, monthly average","ZAF","South Africa","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,19.0527,,
